case,step,Delta,alpha_min,alpha_mean,alpha_std,alpha_max,alpha_gt_0p5_area_fraction,He_current_mean,He_current_std,He_current_max,He_history_mean,He_history_std,He_history_max,mechanics_drive_mean,mechanics_drive_std,mechanics_drive_max,max_He_current_x,max_He_current_y,max_He_history_x,max_He_history_y,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_alpha_max,notch_tip_alpha_mean,bulk_alpha_mean,bulk_alpha_p95,bottom_right_alpha_max,bottom_right_alpha_mean,notch_tip_He_current_max,notch_tip_He_current_mean,bulk_He_current_p95,bulk_He_current_mean,bottom_right_He_current_max,bottom_right_He_current_mean,notch_tip_mechanics_drive_max,notch_tip_mechanics_drive_mean,bulk_mechanics_drive_p95,bulk_mechanics_drive_mean,bottom_right_mechanics_drive_max,bottom_right_mechanics_drive_mean,bulk_He_current_p95_over_notch_tip_He_current_max,bottom_right_He_current_max_over_notch_tip_He_current_max,bulk_mechanics_drive_p95_over_notch_tip_mechanics_drive_max,bottom_right_mechanics_drive_max_over_notch_tip_mechanics_drive_max,He_current_ratio_denominator_valid,mechanics_drive_ratio_denominator_valid,bulk_He_current_p95_over_notch_tip_He_current_max_valid,bottom_right_He_current_max_over_notch_tip_He_current_max_valid,bulk_mechanics_drive_p95_over_notch_tip_mechanics_drive_max_valid,bottom_right_mechanics_drive_max_over_notch_tip_mechanics_drive_max_valid,bulk_alpha_mean_over_notch_tip_alpha_max,bottom_right_alpha_max_over_notch_tip_alpha_max,reaction_N_tm_eff,elastic_energy,fracture_energy,loss_total,loss_log10,top_u_mode,top_u_abs_max,top_v_error_max,bottom_u_abs_max,bottom_v_abs_max,bottom_right_He_current_p95,bottom_right_alpha_p95,bottom_right_mechanics_drive_p95,bottom_u_max,bottom_u_mean,bottom_u_min,bottom_v_max,bottom_v_mean,bottom_v_min,bulk_He_current_max,bulk_alpha_max,bulk_mechanics_drive_max,macro_strain,macro_stress,max_He_current,max_He_history,max_mechanics_drive,notch_tip_He_current_p95,notch_tip_alpha_p95,notch_tip_mechanics_drive_p95,top_u_max,top_u_mean,top_u_min,top_v_abs_max,top_v_max,top_v_mean,top_v_min
unitbox_alpha_init_history_m12,0,1e-06,-2.7287010198051576e-06,4.895385472184627e-05,5.0444171233937206e-05,0.00038137039518915117,0.0,4.1670675821503035e-07,8.034823773524552e-07,4.328224895289168e-05,4.1670675821503035e-07,8.034823773524552e-07,4.328224895289168e-05,4.1670675821503035e-07,8.034823773524552e-07,4.328224895289168e-05,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.00038137039518915117,0.00023706273519839095,4.7666649863693275e-05,0.00011859834266942923,0.0001576542854309082,0.00015335281932493672,4.328224895289168e-05,3.7452800007693497e-06,8.657596879402263e-07,3.8008523666011865e-07,1.3162471077521332e-06,1.2072266031282197e-06,4.328224895289168e-05,3.7452800007693497e-06,8.657596879402263e-07,3.8008523666011865e-07,1.3162471077521332e-06,1.2072266031282197e-06,0.020002650252359058,0.030410783625978727,0.020002650252359058,0.030410783625978727,True,True,0.020002650252359058,0.030410783625978727,0.020002650252359058,0.030410783625978727,0.12498780834849985,0.4133888928444884,0.03745700791478157,3.616013044549504e-11,3.1302661607527857e-15,3.6163260711655795e-11,-10.441732417653684,free,3.4564715178930783e-07,0.0,0.0,0.0,1.305345057289742e-06,0.00015722413882031107,1.305345057289742e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.254713192291092e-06,0.00021971265960019082,3.254713192291092e-06,nan,nan,4.328224895289168e-05,4.328224895289168e-05,4.328224895289168e-05,8.42424524307715e-06,0.0003515641088597476,8.42424524307715e-06,1.869237280516245e-07,1.1795038723505513e-08,-3.4564715178930783e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
unitbox_alpha_init_history_m12,1,5.875e-06,-0.00011350187560310587,0.00201789451467087,0.002210316957562841,0.017784416675567627,0.0,1.7072918011349293e-05,3.3744840226473556e-05,0.001817528624087572,1.7072918329298973e-05,3.3744840065653e-05,0.001817528624087572,1.7072918329298973e-05,3.3744840065653e-05,0.001817528624087572,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.017784416675567627,0.012121489769077464,0.00192878960123939,0.004475556081160901,0.0056244730949401855,0.0055135637521743774,0.001817528624087572,0.00015913171928986394,3.575510309019591e-05,1.5507170571890792e-05,4.891287244390696e-05,4.490348510444164e-05,0.001817528624087572,0.00015913171928986394,3.575510309019591e-05,1.5507170931963153e-05,4.891287244390696e-05,4.490348510444164e-05,0.019672374132839603,0.026911748071347153,0.019672374132839603,0.026911748071347153,True,True,0.019672374132839603,0.026911748071347153,0.019672374132839603,0.026911748071347153,0.10845391425680981,0.31625850864521926,0.2156846672296524,1.453475895196732e-09,5.234878069221294e-12,1.4587107732659532e-09,-8.836030809564019,free,1.899590643006377e-06,0.0,0.0,0.0,4.8511933709960434e-05,0.005613382160663605,4.8511933709960434e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00013635364302899688,0.011166572570800781,0.00013635364302899688,nan,nan,0.001817528624087572,0.001817528624087572,0.001817528624087572,0.0003555608680471772,0.01653526946902275,0.0003555608680471772,9.912369023368228e-07,4.5363954370714055e-08,-1.899590643006377e-06,5.875000169908162e-06,5.875000169908162e-06,5.875000169908162e-06,5.875000169908162e-06
unitbox_alpha_init_history_m12,2,1.075e-05,-0.0001301748852711171,0.006914783663863401,0.007777477462560998,0.07017611712217331,0.0,5.861332345046373e-05,0.0001230354531393761,0.006701975129544735,5.861338213221959e-05,0.00012303542522745054,0.006701975129544735,5.861338213221959e-05,0.00012303542522745054,0.006701975129544735,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.07017611712217331,0.045977761075921254,0.006545526971843847,0.013591791503131386,0.017633041366934776,0.017512262798845768,0.006701975129544735,0.0005805250691257043,0.00012131914154451803,5.2776649321224194e-05,0.00016460847109556198,0.00015180309856077656,0.006701975129544735,0.0005805250691257043,0.00012131914154451803,5.277670516036956e-05,0.00016460847109556198,0.00015180309856077656,0.018101998172105907,0.0245611879951491,0.018101998172105907,0.0245611879951491,True,True,0.018101998172105907,0.0245611879951491,0.018101998172105907,0.0245611879951491,0.093272857494358,0.25126840996683364,0.38185352087020874,4.8533199681344286e-09,6.085223991370015e-11,4.914172208048129e-09,-8.308549628544867,free,3.4554007015685784e-06,0.0,0.0,0.0,0.00016332793384208344,0.017620963510125875,0.00016332793384208344,0.0,0.0,0.0,0.0,0.0,0.0,0.0004692431539297104,0.04165387153625488,0.0004692431539297104,nan,nan,0.006701975129544735,0.006701975129544735,0.006701975129544735,0.0012916768435388784,0.06605125665664673,0.0012916768435388784,1.7514341834612424e-06,5.921795604990621e-08,-3.4554007015685784e-06,1.0750000001280569e-05,1.0750000001280569e-05,1.0750000001280569e-05,1.0750000001280569e-05
unitbox_alpha_init_history_m12,3,1.5625e-05,-0.00025864667259156704,0.014603153216570708,0.016806882084715147,0.15521983802318573,0.0,0.00012678106025949332,0.0002942483609861612,0.016393670812249184,0.00012678119860020517,0.00029424830160847137,0.016393670812249184,0.00012678119860020517,0.00029424830160847137,0.016393670812249184,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.15521983802318573,0.1008112931700602,0.013780893795136397,0.02843266343697905,0.03761088848114014,0.03724564611911774,0.016393670812249184,0.0013767417659213083,0.0002598486898932606,0.00011254732987706386,0.0003540741163305938,0.00032706452475395054,0.016393670812249184,0.0013767417659213083,0.0002598486898932606,0.0001125474807698217,0.0003540741163305938,0.00032706452475395054,0.015850549451017663,0.021598220458717107,0.015850549451017663,0.021598220458717107,True,True,0.015850549451017663,0.021598220458717107,0.015850549451017663,0.021598220458717107,0.08878307032557202,0.2423072267059193,0.5222302675247192,1.0021439678098432e-08,2.724779846197123e-10,1.0293917662718144e-08,-7.987419309834652,free,5.039280495111598e-06,0.0,0.0,0.0,0.0003513731571729295,0.037574364244937895,0.0003513731571729295,0.0,0.0,0.0,0.0,0.0,0.0,0.0010191237088292837,0.09271268546581268,0.0010191237088292837,nan,nan,0.016393670812249184,0.016393670812249184,0.016393670812249184,0.003040859475731845,0.1465904474258423,0.003040859475731845,2.4914938876463566e-06,6.959917158155804e-08,-5.039280495111598e-06,1.5625000742147677e-05,1.5625000742147677e-05,1.5625000742147677e-05,1.5625000742147677e-05
unitbox_alpha_init_history_m12,4,2.05e-05,-0.0003456445992924273,0.025304182949016738,0.03241265055997217,0.36069878935813904,0.0,0.00023400765521040007,0.0007971265188077302,0.04705013334751129,0.00023401051187099426,0.0007971256828665321,0.04705013334751129,0.00023401051187099426,0.0007971256828665321,0.04705013334751129,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.36069878935813904,0.20697091565760847,0.02344781714140218,0.05026090759783983,0.06530559062957764,0.06446582823991776,0.04705013334751129,0.0034510086119902156,0.0004555611754767596,0.00019523334692134796,0.0006329994648694992,0.0005824999243486673,0.04705013334751129,0.0034510086119902156,0.0004555611754767596,0.0001952355950152605,0.0006329994648694992,0.0005824999243486673,0.00968246300413209,0.013453723078618684,0.00968246300413209,0.013453723078618684,True,True,0.00968246300413209,0.013453723078618684,0.00968246300413209,0.013453723078618684,0.06500664219895888,0.18105297981672874,0.621163010597229,1.6557926585392124e-08,8.450923849601111e-10,1.7403018970352235e-08,-7.759375406405006,free,6.674866654066136e-06,0.0,0.0,0.0,0.000627949510817416,0.06522161439061165,0.000627949510817416,0.0,0.0,0.0,0.0,0.0,0.0,0.0017439575167372823,0.1873752325773239,0.0017439575167372823,nan,nan,0.04705013334751129,0.04705013334751129,0.04705013334751129,0.008974624238908284,0.3388269066810608,0.008974624238908284,3.0461419555649627e-06,3.2620320666865155e-08,-6.674866654066136e-06,2.049999966402538e-05,2.049999966402538e-05,2.049999966402538e-05,2.049999966402538e-05
unitbox_alpha_init_history_m12,5,2.5375e-05,-0.00039425535942427814,0.039634225577626365,0.06270045634583782,0.8384727239608765,0.004250600628349658,0.0005460015712534912,0.005696743548760085,0.3155014216899872,0.0005462476046929108,0.005696748565875889,0.3155014216899872,0.0005462476046929108,0.005696748565875889,0.3155014216899872,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.8384727239608765,0.40256951187979684,0.03569343119754084,0.07637815475463865,0.09584192931652069,0.09480135887861252,0.3155014216899872,0.018586857102516112,0.0007215099205495784,0.00030855396087555034,0.0009665985126048326,0.0008919799001887441,0.3155014216899872,0.018595213330128948,0.0007215099205495784,0.000308702665676151,0.0009665985126048326,0.0008919799001887441,0.0022868674146848587,0.0030636898795169797,0.0022868674146848587,0.0030636898795169797,True,True,0.0022868674146848587,0.0030636898795169797,0.0022868674146848587,0.0030636898795169797,0.0425695794001837,0.11430536328453389,0.684389591217041,2.3466842691277634e-08,2.35975017304213e-09,2.5826592864319764e-08,-7.587932883715354,free,8.011380487005226e-06,0.0,0.0,0.0,0.0009591366513632237,0.09573787227272987,0.0009591366513632237,0.0,0.0,0.0,0.0,0.0,0.0,0.010489800944924355,0.44556665420532227,0.010489800944924355,nan,nan,0.3155014216899872,0.3155014216899872,0.3155014216899872,0.09994187057018275,0.7974584817886352,0.09994187057018275,3.366341388755245e-06,7.070768296979502e-08,-8.011380487005226e-06,2.537500040489249e-05,2.537500040489249e-05,2.537500040489249e-05,2.537500040489249e-05
unitbox_alpha_init_history_m12,6,3.025e-05,-0.00059653224889189,0.05477371088292406,0.0879269469631786,0.9721255302429199,0.009240436148586214,0.0015163371879083232,0.024191821558634856,1.0269923210144043,0.0015203919720067859,0.024193264752528476,1.0269923210144043,0.0015203919720067859,0.024193264752528476,1.0269923210144043,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.005021084565669298,0.004998643882572651,0.9721255302429199,0.49742520549525954,0.050304310583819546,0.11055093407630918,0.13312244415283203,0.1301160231232643,1.0269923210144043,0.07596138699566475,0.0010734351933933783,0.0005206982551257077,0.0013713110238313675,0.0012719635269604623,1.0269923210144043,0.07617066882264462,0.0010768200038000922,0.000522085442615949,0.0013713110238313675,0.0012719635269604623,0.0010452222197076414,0.001335269013965815,0.0010485180675318692,0.001335269013965815,True,True,0.0010452222197076414,0.001335269013965815,0.0010485180675318692,0.001335269013965815,0.05174672305051924,0.13693956182754163,0.7124422788619995,3.022367067728737e-08,4.713186729787822e-09,3.4936857407075195e-08,-7.456716162665826,free,9.184700502373744e-06,0.0,0.0,0.0,0.001361376274144277,0.13282180204987526,0.001361376274144277,0.0,0.0,0.0,0.0,0.0,0.0,0.1238967776298523,0.8150474429130554,0.1238967776298523,nan,nan,1.0269923210144043,1.0269923210144043,1.0269923210144043,0.46268170475959763,0.9436479449272155,0.46268170475959763,3.529027935655904e-06,1.2283221053621674e-07,-9.184700502373744e-06,3.0249999326770194e-05,3.0249999326770194e-05,3.0249999326770194e-05,3.0249999326770194e-05
unitbox_alpha_init_history_m12,7,3.5125e-05,-0.000686957617290318,0.07053821080515102,0.1099210633456439,0.9941632747650146,0.014969506560709665,0.003953012062512604,0.07206460179095163,2.533381700515747,0.003966840352783683,0.07206812950508978,2.533381700515747,0.003966840352783683,0.07206812950508978,2.533381700515747,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.9941632747650146,0.5159511945835532,0.06661717898309977,0.1661117047071452,0.16971468925476074,0.16678087413311005,2.533381700515747,0.21468743085069822,0.0014968800591304897,0.0011488634485016752,0.001832266105338931,0.0016809118096716702,2.533381700515747,0.21533752279605298,0.0015099189011380028,0.001154574933055357,0.001832266105338931,0.0016809118096716702,0.0005908624266235735,0.000723249127822277,0.0005960092396777843,0.000723249127822277,True,True,0.0005908624266235735,0.000723249127822277,0.0005960092396777843,0.000723249127822277,0.0670082879483209,0.17071108294045095,0.7259531021118164,3.611599908026619e-08,7.991417305674986e-09,4.410741638594118e-08,-7.355488380493884,free,9.95746722765034e-06,0.0,0.0,0.0,0.001817130675772205,0.16942130774259567,0.001817130675772205,0.0,0.0,0.0,0.0,0.0,0.0,0.7389947175979614,0.9472150802612305,0.7389947175979614,nan,nan,2.533381700515747,2.533381700515747,2.533381700515747,1.6044451236724813,0.9785478234291076,1.6044451236724813,3.509945827318006e-06,1.6415144727943697e-07,-9.95746722765034e-06,3.51249982486479e-05,3.51249982486479e-05,3.51249982486479e-05,3.51249982486479e-05
unitbox_alpha_init_history_m12,8,4e-05,-0.0007517316844314337,0.08599608949583387,0.1313012966749916,1.0003361701965332,0.021807429310663463,0.00821201572512193,0.14577317552914637,4.99021053314209,0.008240091586946989,0.1457734084419723,4.99021053314209,0.008240091586946989,0.1457734084419723,4.99021053314209,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,1.0003361701965332,0.5240286109994535,0.08263545152702303,0.23803160786628613,0.20126104354858398,0.19793801009655,4.99021053314209,0.42702863829264026,0.002007860539015381,0.0027146579346364378,0.0022598111536353827,0.002071977942250669,4.99021053314209,0.42779036575133156,0.0020730025600641964,0.0027347858909030805,0.0022598111536353827,0.002071977942250669,0.00040235988555599683,0.0004528488605093964,0.00041541384803236525,0.0004528488605093964,True,True,0.00040235988555599683,0.0004528488605093964,0.00041541384803236525,0.0004528488605093964,0.08260768128656977,0.20119340832096755,0.7038041949272156,4.0646021659540565e-08,1.202713573178471e-08,5.2673157391325276e-08,-7.278410647913056,free,1.0570574886514805e-05,0.0,0.0,0.0,0.0022410278324969113,0.20092874020338058,0.0022410278324969113,-0.0,0.0,-0.0,0.0,0.0,0.0,2.018829107284546,0.9957189559936523,2.018829107284546,nan,nan,4.99021053314209,4.99021053314209,4.99021053314209,3.445468473434448,0.9906843066215515,3.445468473434448,3.597219119910733e-06,2.898430750519765e-07,-1.0570574886514805e-05,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05
unitbox_alpha_init_history_m12,9,4.2e-05,-0.0006754425703547895,0.09218324666798884,0.13917344128188858,1.0004007816314697,0.024394751432267603,0.010469634614101622,0.18241890734717414,6.163971900939941,0.010501043547811976,0.18241819378243676,6.163971900939941,0.010501043547811976,0.18241819378243676,6.163971900939941,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,0.005045945756137371,0.005040077492594719,1.0004007816314697,0.5262786619467278,0.08890688445570265,0.27053201794624304,0.21017317473888397,0.206485316157341,6.163971900939941,0.533299061488721,0.002326963841915123,0.0036408472549295206,0.0023733379784971476,0.002185597666539252,6.163971900939941,0.5341116237514517,0.002369491232093423,0.003663969962019386,0.0023733379784971476,0.002185597666539252,0.00037751045580858105,0.00038503387371627024,0.00038440980429065556,0.00038503387371627024,True,True,0.00037751045580858105,0.00038503387371627024,0.00038440980429065556,0.00038503387371627024,0.0888712664845302,0.21008897493675502,0.6995489001274109,4.218765070618247e-08,1.3675270693624952e-08,5.586292139980742e-08,-7.252876356235442,free,1.0641515473253094e-05,0.0,0.0,0.0,0.002354563947301358,0.20980438888072966,0.002354563947301358,-0.0,0.0,-0.0,0.0,0.0,0.0,2.7481517791748047,1.0003697872161865,2.7481517791748047,nan,nan,6.163971900939941,6.163971900939941,6.163971900939941,4.2136134147644,0.9921533107757569,4.2136134147644,3.6672554415417835e-06,4.0792619131480025e-07,-1.0641515473253094e-05,4.199999966658652e-05,4.199999966658652e-05,4.199999966658652e-05,4.199999966658652e-05
